country,client,year,month,day,user_install_id,revenue
US,fruit_battle,2021,12,23,e73d2d37-8f38-4ca1-b413-f1377d83b9f3,0.01595
BR,fruit_battle,2021,12,23,e6d3ac5c-e55b-448d-899b-a25d5cb9597a,0.00025
BR,fruit_battle,2021,12,23,e6d3ac5c-e55b-448d-899b-a25d5cb9597a,0.00386
US,fruit_battle,2021,12,23,e73d2d37-8f38-4ca1-b413-f1377d83b9f3,0.00071
BR,fruit_battle,2021,12,23,e6d3ac5c-e55b-448d-899b-a25d5cb9597a,0.00283
US,fruit_battle,2021,12,23,af88c1a5-84e5-4b56-a729-0dace57ee9c1,0.018
US,fruit_battle,2021,12,23,b63ab8ad-03e8-4b4e-8eec-dc4f9d30d6f1,0.00116
US,fruit_battle,2021,12,23,e73d2d37-8f38-4ca1-b413-f1377d83b9f3,0.02178
US,fruit_battle,2021,12,23,3ba59a21-9d7c-4bcc-8529-4527c9c4e386,0.055
BR,fruit_battle,2021,12,23,814147d7-45e4-4bff-aaf7-5e1f9e9891ac,-0.0004
BR,fruit_battle,2021,12,23,722f64cc-7ec3-44c2-a81b-240eabaef06e,-0.00053
DE,fruit_battle,2021,12,23,d1de2e54-6c08-4b5f-a8f6-c5ab56c75514,0.00019
US,fruit_battle,2021,12,23,ea7ad80c-f227-435f-b99e-f0c0c9ae9720,0.00186
US,fruit_battle,2021,12,23,ea7ad80c-f227-435f-b99e-f0c0c9ae9720,0.05126
BR,fruit_battle,2021,12,23,107a13ed-bfbe-4053-9595-4f6dfe19b64d,0.00014
US,fruit_battle,2021,12,23,ea7ad80c-f227-435f-b99e-f0c0c9ae9720,0.05126
DE,fruit_battle,2021,12,23,d1de2e54-6c08-4b5f-a8f6-c5ab56c75514,0.00019
US,fruit_battle,2021,12,23,3bb08897-41d7-485a-94c0-d1fe17d4a120,0.00313
BR,fruit_battle,2021,12,23,107a13ed-bfbe-4053-9595-4f6dfe19b64d,0.00012
US,fruit_battle,2021,12,23,ea7ad80c-f227-435f-b99e-f0c0c9ae9720,0.00313
US,fruit_battle,2021,12,23,ea7ad80c-f227-435f-b99e-f0c0c9ae9720,0.00632
BR,fruit_battle,2021,12,23,4d0deab5-8d62-4ed1-b182-309db7d67d31,-0.00036
BR,fruit_battle,2021,12,23,ed18fee3-80ec-4fe7-8770-8d4faf58df45,-0.00439
RU,fruit_battle,2021,12,23,db2ba441-acaf-4864-83a2-7c86c537a567,-0.00034
BR,fruit_battle,2021,12,23,67662571-4a3c-4e16-9eaa-37d1a4542f64,0.00491
RU,fruit_battle,2021,12,23,a4234ceb-b207-4a9e-acb8-1b402f1b470d,0.00341
RU,fruit_battle,2021,12,23,a442c70f-6d3a-4fbe-81d8-b8b1a391f971,0.00044
RU,fruit_battle,2021,12,23,a4234ceb-b207-4a9e-acb8-1b402f1b470d,0.00012
BR,fruit_battle,2021,12,23,67662571-4a3c-4e16-9eaa-37d1a4542f64,0.00503
BR,fruit_battle,2021,12,23,67662571-4a3c-4e16-9eaa-37d1a4542f64,0.0003
DE,fruit_battle,2021,12,23,3462805a-5f45-4225-9ece-8021523ecd52,0.00115
US,fruit_battle,2021,12,23,294b6b7a-963b-41a5-8444-64e3ef6ee0a6,0.00632
BR,fruit_battle,2021,12,23,67662571-4a3c-4e16-9eaa-37d1a4542f64,0.00025
BR,fruit_battle,2021,12,23,67662571-4a3c-4e16-9eaa-37d1a4542f64,0.00021
RU,fruit_battle,2021,12,23,a4234ceb-b207-4a9e-acb8-1b402f1b470d,0.0003
RU,fruit_battle,2021,12,23,2f580eb6-fd0e-47e4-952a-ac00789f4989,0.00676
BR,fruit_battle,2021,12,23,06180b98-1c2c-4cf2-bb1d-87a6e566d9b3,0.00031
US,fruit_battle,2021,12,23,c6619227-8c35-48f0-8dc7-e859e24fc650,0.03611
BR,fruit_battle,2021,12,23,1fb59987-1f3d-4b0e-9228-91c836368436,0.00503
DE,fruit_battle,2021,12,23,654e37cb-4f5f-4293-957d-01024e6b303b,0.00568
DE,fruit_battle,2021,12,23,05baeb3a-e285-4ce1-8592-f40da612db0e,0.00307
DE,fruit_battle,2021,12,23,654e37cb-4f5f-4293-957d-01024e6b303b,0.00019
RU,fruit_battle,2021,12,23,6b76aeb5-813c-4db3-8625-ec307e42ba9e,0.00728
DE,fruit_battle,2021,12,23,05baeb3a-e285-4ce1-8592-f40da612db0e,0.00309
DE,fruit_battle,2021,12,23,654e37cb-4f5f-4293-957d-01024e6b303b,0.01
DE,fruit_battle,2021,12,23,05baeb3a-e285-4ce1-8592-f40da612db0e,0.00496
BR,fruit_battle,2021,12,23,79af70c3-f67e-44b1-bd87-0a1149d4a813,0.0075
US,fruit_battle,2021,12,23,99ea6e08-6ff4-44bf-819e-05042e39ff96,0.00632
BR,fruit_battle,2021,12,23,2b12ee62-7a76-4205-a131-3125f4e33c26,0.00069
BR,fruit_battle,2021,12,23,edc8504d-fd5e-470a-86fb-49540593e4c3,0.00025
US,fruit_battle,2021,12,23,99ea6e08-6ff4-44bf-819e-05042e39ff96,0.05126
BR,fruit_battle,2021,12,23,5a84df3a-8f4d-4063-9d5e-f7ec77a0c34e,-0.00806
RU,fruit_battle,2021,12,23,e30bcf0b-d96f-43b4-adb9-0a14940f2c5a,0.00213
BR,fruit_battle,2021,12,23,e1abfe18-ffc6-4558-906b-eabcecdd461d,0.00273
DE,fruit_battle,2021,12,23,11b3c3c1-4eaf-4c62-845b-6225d01dc66b,0.01542
RU,fruit_battle,2021,12,23,6387845c-2fa8-4c8b-8401-ee7f78e1acec,0.0003
BR,fruit_battle,2021,12,23,25389880-861a-4471-9ea7-7c3685ce589f,0.00464
RU,fruit_battle,2021,12,23,6387845c-2fa8-4c8b-8401-ee7f78e1acec,0.00023
DE,fruit_battle,2021,12,23,469065b2-db16-4d42-9ab8-b57b308b941b,0.00019
BR,fruit_battle,2021,12,23,e1abfe18-ffc6-4558-906b-eabcecdd461d,0.00272
GB,fruit_battle,2021,12,23,ec3980d6-74e0-427b-8c1d-2842e761d645,0.00201
BR,fruit_battle,2021,12,23,25389880-861a-4471-9ea7-7c3685ce589f,0.00503
BR,fruit_battle,2021,12,23,e1abfe18-ffc6-4558-906b-eabcecdd461d,0.00013
US,fruit_battle,2021,12,23,d907e2f9-a0ce-4a9e-a425-37eea4d3e3e5,0.03843
BR,fruit_battle,2021,12,23,18eb2978-5120-451b-a3de-f9da501db3c5,0.00013
BR,fruit_battle,2021,12,23,18eb2978-5120-451b-a3de-f9da501db3c5,0.00013
US,fruit_battle,2021,12,23,8632cbd5-9a2e-42ad-b5a0-beda63594627,0.035
BR,fruit_battle,2021,12,23,18eb2978-5120-451b-a3de-f9da501db3c5,0.00013
US,fruit_battle,2021,12,23,31492d94-f8f6-4b6b-8898-c93af99376eb,0.0025
BR,fruit_battle,2021,12,23,18eb2978-5120-451b-a3de-f9da501db3c5,0.00013
US,fruit_battle,2021,12,23,31492d94-f8f6-4b6b-8898-c93af99376eb,0.00105
DE,fruit_battle,2021,12,23,05baeb3a-e285-4ce1-8592-f40da612db0e,0.00019
DE,fruit_battle,2021,12,23,05baeb3a-e285-4ce1-8592-f40da612db0e,0.00019
US,fruit_battle,2021,12,23,ea7ad80c-f227-435f-b99e-f0c0c9ae9720,0.00632
DE,fruit_battle,2021,12,23,05baeb3a-e285-4ce1-8592-f40da612db0e,0.00447
US,fruit_battle,2021,12,23,ea7ad80c-f227-435f-b99e-f0c0c9ae9720,0.05126
DE,fruit_battle,2021,12,23,05baeb3a-e285-4ce1-8592-f40da612db0e,0.00447
US,fruit_battle,2021,12,23,ae8fbc2d-1365-4662-9162-0d33eab19bf8,0.0025
US,fruit_battle,2021,12,23,ae8fbc2d-1365-4662-9162-0d33eab19bf8,0.07599
BR,fruit_battle,2021,12,23,87378a5e-0dd2-43a8-952b-1d08debe30fb,0.00337
DE,fruit_battle,2021,12,23,05baeb3a-e285-4ce1-8592-f40da612db0e,0.00312
US,fruit_battle,2021,12,23,f1f06fb7-e47b-4c3b-b450-d17a8b1b644e,0.0114
RU,fruit_battle,2021,12,23,829f691c-b6b6-44a5-ae8f-68ddffa3dd5e,-0.00125
FR,fruit_battle,2021,12,23,30fe957c-2c2d-495a-9b08-a9018050c1c5,0.01034
DE,fruit_battle,2021,12,23,754407db-cb9c-468c-9bdc-cbe1c6db8adf,0.00019
US,fruit_battle,2021,12,23,0a4580cd-2cf8-49a4-8285-c9f24512df82,0.0025
US,fruit_battle,2021,12,23,e30f65ea-a36f-4afb-bcfa-5ffd018088e8,0.005
GB,fruit_battle,2021,12,23,2aed9e9a-b2b4-478f-80d7-9728861f8b52,0.01635
DE,fruit_battle,2021,12,23,60828ef2-a246-4d4e-9b99-493be7542a4a,0.00019
GB,fruit_battle,2021,12,23,2aed9e9a-b2b4-478f-80d7-9728861f8b52,0.00145
US,fruit_battle,2021,12,23,99ea6e08-6ff4-44bf-819e-05042e39ff96,0.00143
US,fruit_battle,2021,12,23,68d781fa-ab4f-456e-ab55-1038414b33b9,0.06408
US,fruit_battle,2021,12,23,68d781fa-ab4f-456e-ab55-1038414b33b9,0.00041
GB,fruit_battle,2021,12,23,2aed9e9a-b2b4-478f-80d7-9728861f8b52,0.00022
BR,fruit_battle,2021,12,23,9711a2b0-7bc5-4a24-971d-f3ec064520ea,0.00298
DE,fruit_battle,2021,12,23,60828ef2-a246-4d4e-9b99-493be7542a4a,0.00019
BR,fruit_battle,2021,12,23,9711a2b0-7bc5-4a24-971d-f3ec064520ea,0.00274
GB,fruit_battle,2021,12,23,2aed9e9a-b2b4-478f-80d7-9728861f8b52,0.00022
GB,fruit_battle,2021,12,23,2aed9e9a-b2b4-478f-80d7-9728861f8b52,0.01838
GB,fruit_battle,2021,12,23,2aed9e9a-b2b4-478f-80d7-9728861f8b52,0.01635
BR,fruit_battle,2021,12,23,fd643531-00b2-4835-8ecb-81884c5a0d6a,0.00456
US,fruit_battle,2021,12,23,c514a104-5417-435b-818e-3c6d73cd2ee7,0.035
DE,fruit_battle,2021,12,23,60828ef2-a246-4d4e-9b99-493be7542a4a,0.0085
RU,fruit_battle,2021,12,23,9db03a40-2c30-4204-a1c5-6793dafc1942,0.00028
GB,fruit_battle,2021,12,23,b2edd05a-b8d7-434d-8377-79eaf1400d58,1e-05
BR,fruit_battle,2021,12,23,8d233b51-c2e4-41a7-ba23-642539b03fab,0.00303
DE,fruit_battle,2021,12,23,d3e696ed-7cac-482e-b8dd-ddbd544059ad,0.00019
DE,fruit_battle,2021,12,23,885464de-077b-4a8d-a7a1-9cb2a1f21990,0.00044
DE,fruit_battle,2021,12,23,d3e696ed-7cac-482e-b8dd-ddbd544059ad,0.00207
DE,fruit_battle,2021,12,23,885464de-077b-4a8d-a7a1-9cb2a1f21990,0.02026
DE,fruit_battle,2021,12,23,885464de-077b-4a8d-a7a1-9cb2a1f21990,0.00029
RU,fruit_battle,2021,12,23,9db03a40-2c30-4204-a1c5-6793dafc1942,0.00391
BR,fruit_battle,2021,12,23,edcc49ae-254b-438e-bca0-e0f1c28a1c67,0.00406
BR,fruit_battle,2021,12,23,8d233b51-c2e4-41a7-ba23-642539b03fab,0.00018
RU,fruit_battle,2021,12,23,9db03a40-2c30-4204-a1c5-6793dafc1942,0.00604
RU,fruit_battle,2021,12,23,b5f26a0c-d073-4b4e-a3b8-ef37ca4584b3,0.00045
GB,fruit_battle,2021,12,23,dbc5e9d0-6eaa-4f38-8a8f-9def754c37fc,0.005
FR,fruit_battle,2021,12,23,ba098317-7be3-47a7-a568-91983a4313d8,0.00035
GB,fruit_battle,2021,12,23,dbc5e9d0-6eaa-4f38-8a8f-9def754c37fc,0.005
GB,fruit_battle,2021,12,23,dbc5e9d0-6eaa-4f38-8a8f-9def754c37fc,0.00145
GB,fruit_battle,2021,12,23,dbc5e9d0-6eaa-4f38-8a8f-9def754c37fc,0.00145
GB,fruit_battle,2021,12,23,a81a9eee-acf1-42e2-8043-3b4249a76d21,0.00022
GB,fruit_battle,2021,12,23,a81a9eee-acf1-42e2-8043-3b4249a76d21,0.00741
RU,fruit_battle,2021,12,23,822ec66b-829e-4adf-9708-a94b2aac8e78,0.00092
RU,fruit_battle,2021,12,23,b7eb5a4b-65d6-4f7b-8207-49470565f37f,0.00029
RU,fruit_battle,2021,12,23,2a5f7587-820b-4d11-8364-2932dee56dad,0.00037
GB,fruit_battle,2021,12,23,b41f1f0c-7b21-46c1-a73d-f8c2a9eb6f60,0.00145
RU,fruit_battle,2021,12,23,2a5f7587-820b-4d11-8364-2932dee56dad,0.00603
RU,fruit_battle,2021,12,23,502bab96-84d7-4a99-a300-63ca590f47f8,0.00353
FR,fruit_battle,2021,12,23,70087256-2e6a-4010-b532-fe4e1a5ece2e,0.00044
RU,fruit_battle,2021,12,23,2a5f7587-820b-4d11-8364-2932dee56dad,0.00603
RU,fruit_battle,2021,12,23,2a5f7587-820b-4d11-8364-2932dee56dad,0.00035
RU,fruit_battle,2021,12,23,502bab96-84d7-4a99-a300-63ca590f47f8,0.00039
DE,fruit_battle,2021,12,23,6be2b310-9bde-4417-96f7-c00f20e5c7c2,0.00115
FR,fruit_battle,2021,12,23,554ae00d-347c-4b0c-aa28-14f0a2637bd9,0.00035
US,fruit_battle,2021,12,23,4880c8a7-b8c9-40a8-9b0f-5fedc7c47ec8,0.028
US,fruit_battle,2021,12,23,4880c8a7-b8c9-40a8-9b0f-5fedc7c47ec8,0.00116
BR,fruit_battle,2021,12,23,ad4e763e-9076-4a89-a925-1676f261e077,0.00045
US,fruit_battle,2021,12,23,58a405de-bf7b-4c50-9b49-168784c55e2a,0.04081
US,fruit_battle,2021,12,23,58a405de-bf7b-4c50-9b49-168784c55e2a,0.0008
US,fruit_battle,2021,12,23,8e15b3d4-56b0-465b-97c7-05da51bfd20a,0.05624
DE,fruit_battle,2021,12,23,038cfa16-504f-4f8e-a7fa-66e9caf0bc9e,0.00024
US,fruit_battle,2021,12,23,a84147bf-b01e-4a3b-82b3-ea6807e263e2,0.0266
BR,fruit_battle,2021,12,23,87efbb7b-05e8-4063-b892-0bbcf4c4d5e2,0.00013
DE,fruit_battle,2021,12,23,53d963ec-56c6-47a8-a8dc-0fdd1f0868e3,3e-05
DE,fruit_battle,2021,12,23,53d963ec-56c6-47a8-a8dc-0fdd1f0868e3,3e-05
RU,fruit_battle,2021,12,23,c93c8670-d3bf-48b1-90f2-778592e44dff,0.00022
DE,fruit_battle,2021,12,23,53d963ec-56c6-47a8-a8dc-0fdd1f0868e3,3e-05
DE,fruit_battle,2021,12,23,53d963ec-56c6-47a8-a8dc-0fdd1f0868e3,3e-05
DE,fruit_battle,2021,12,23,53d963ec-56c6-47a8-a8dc-0fdd1f0868e3,3e-05
DE,fruit_battle,2021,12,23,53d963ec-56c6-47a8-a8dc-0fdd1f0868e3,3e-05
BR,fruit_battle,2021,12,23,15f604e4-4d0f-4648-9cad-04f46c67e2b1,-0.00029
US,fruit_battle,2021,12,23,3ae616bb-691d-4191-823f-62a955f0d984,0.02965
US,fruit_battle,2021,12,23,3ae616bb-691d-4191-823f-62a955f0d984,0.00143
US,fruit_battle,2021,12,23,008beb1a-6e4f-49d5-ae2a-36b02730f8ca,0.00785
RU,fruit_battle,2021,12,23,2382957c-3eb7-4141-911d-bbd2ee1cb1e3,-0.00714
BR,fruit_battle,2021,12,23,70562ca8-ef7b-46a9-8f33-d08bec8da267,-0.00022
BR,fruit_battle,2021,12,23,7c643497-437d-4424-9aa2-40c6904254fc,-0.00482
RU,fruit_battle,2021,12,23,b7eb5a4b-65d6-4f7b-8207-49470565f37f,0.00025
RU,fruit_battle,2021,12,23,822ec66b-829e-4adf-9708-a94b2aac8e78,0.00605
RU,fruit_battle,2021,12,23,b7eb5a4b-65d6-4f7b-8207-49470565f37f,0.00036
RU,fruit_battle,2021,12,23,b86ca279-bbd8-466d-af35-938918bc3d43,0.00039
RU,fruit_battle,2021,12,23,925c490e-c4f4-40b6-9d75-059094a6a829,-0.0005
FR,fruit_battle,2021,12,23,816dd44f-2332-4265-80ce-e2f066fe4910,0.00509
BR,fruit_battle,2021,12,23,edcc49ae-254b-438e-bca0-e0f1c28a1c67,0.00041
BR,fruit_battle,2021,12,23,8d233b51-c2e4-41a7-ba23-642539b03fab,0.00013
US,fruit_battle,2021,12,23,840f192d-241f-421c-bae2-4343a66007a1,0.04691
BR,fruit_battle,2021,12,23,67ee3d38-911b-4c6a-bda1-84456e8aac77,0.00033
US,fruit_battle,2021,12,23,c514a104-5417-435b-818e-3c6d73cd2ee7,0.00041
RU,fruit_battle,2021,12,23,ac251f85-9c7c-43fa-9d21-5e43476f4d0c,0.00252
BR,fruit_battle,2021,12,23,5ede8409-0db3-440a-8bc4-eef4a6a65c15,0.00503
RU,fruit_battle,2021,12,23,ac251f85-9c7c-43fa-9d21-5e43476f4d0c,0.00035
BR,fruit_battle,2021,12,23,67ee3d38-911b-4c6a-bda1-84456e8aac77,0.00357
BR,fruit_battle,2021,12,23,5df6580e-f176-4f23-b19c-2fd5f01367b0,0.00019
US,fruit_battle,2021,12,23,d2f48e4a-29b6-4971-aeac-8387765d5a42,0.035
FR,fruit_battle,2021,12,23,a162a3e7-27f4-451d-9135-21fb6203bcb9,0.00509
US,fruit_battle,2021,12,23,d2f48e4a-29b6-4971-aeac-8387765d5a42,0.032
RU,fruit_battle,2021,12,23,ac251f85-9c7c-43fa-9d21-5e43476f4d0c,0.00239
US,fruit_battle,2021,12,23,99ea6e08-6ff4-44bf-819e-05042e39ff96,0.00632
US,fruit_battle,2021,12,23,99ea6e08-6ff4-44bf-819e-05042e39ff96,0.00632
US,fruit_battle,2021,12,23,d2f48e4a-29b6-4971-aeac-8387765d5a42,0.029
BR,fruit_battle,2021,12,23,fc7c08c3-843a-458a-be44-497f1590331d,0.00013
US,fruit_battle,2021,12,23,d2f48e4a-29b6-4971-aeac-8387765d5a42,0.00041
FR,fruit_battle,2021,12,23,a162a3e7-27f4-451d-9135-21fb6203bcb9,0.02263
BR,fruit_battle,2021,12,23,9711a2b0-7bc5-4a24-971d-f3ec064520ea,0.00015
FR,fruit_battle,2021,12,23,628f0465-ae01-4ab9-b22f-3a61b7ea6bd5,0.00035
US,fruit_battle,2021,12,23,99ea6e08-6ff4-44bf-819e-05042e39ff96,0.00143
US,fruit_battle,2021,12,23,c5728e28-8c88-4f93-8564-2aa3ff96514f,0.05542
RU,fruit_battle,2021,12,23,3e64b6f5-4695-4a6f-81bd-5b5870c067c4,0.00027
US,fruit_battle,2021,12,23,7c90ff04-f86b-4ffd-9a29-e2bf290d15f9,0.03843
US,fruit_battle,2021,12,23,c5728e28-8c88-4f93-8564-2aa3ff96514f,0.016
BR,fruit_battle,2021,12,23,b2282614-9b25-46ab-8a04-7de14f56c3a2,0.00025
BR,fruit_battle,2021,12,23,8be26a35-96a4-4f75-8cc5-da734aa833cc,0.00213
US,fruit_battle,2021,12,23,b30de415-5184-4442-9c76-d7f67df00001,0.00313
BR,fruit_battle,2021,12,23,4de49008-8110-4f70-ab4f-862537216b41,0.00025
US,fruit_battle,2021,12,23,99ea6e08-6ff4-44bf-819e-05042e39ff96,0.00023
BR,fruit_battle,2021,12,23,8be26a35-96a4-4f75-8cc5-da734aa833cc,0.00015
US,fruit_battle,2021,12,23,b30de415-5184-4442-9c76-d7f67df00001,0.00143
BR,fruit_battle,2021,12,23,49d7f97f-56d3-4bcd-834d-59d26038c023,0.018
BR,fruit_battle,2021,12,23,7c643497-437d-4424-9aa2-40c6904254fc,0.00015
US,fruit_battle,2021,12,23,b30de415-5184-4442-9c76-d7f67df00001,0.02231
US,fruit_battle,2021,12,23,99ea6e08-6ff4-44bf-819e-05042e39ff96,0.00143
GB,fruit_battle,2021,12,23,2ca3036c-08bf-48d1-aad6-17de8d4fb9b9,0.00741
US,fruit_battle,2021,12,23,df5186be-6738-4eeb-9fb1-65ad96ef3a4c,0.00116
US,fruit_battle,2021,12,23,c0410f57-8649-49b4-990a-c167dcd0d520,0.00123
US,fruit_battle,2021,12,23,2fc1ef11-6c71-4cfd-9965-fc9996ea3818,0.035
BR,fruit_battle,2021,12,23,51493c21-7c61-447d-a886-7c7f05afabcd,0.00025
US,fruit_battle,2021,12,23,695d103d-7c54-4df7-8de0-c2ec311ac3cd,0.02304
BR,fruit_battle,2021,12,23,b128b1e7-8c54-46d9-a92e-42d0926ba928,0.00011
US,fruit_battle,2021,12,23,2fc1ef11-6c71-4cfd-9965-fc9996ea3818,0.00106
RU,fruit_battle,2021,12,23,db2ba441-acaf-4864-83a2-7c86c537a567,0.00755
US,fruit_battle,2021,12,23,83bd8985-344b-4f93-a168-13567dbac6f1,0.00313
US,fruit_battle,2021,12,23,83bd8985-344b-4f93-a168-13567dbac6f1,0.02543
US,fruit_battle,2021,12,23,aff57563-1183-43d5-a5f1-879775a006a8,0.055
GB,fruit_battle,2021,12,23,2ca3036c-08bf-48d1-aad6-17de8d4fb9b9,0.005
BR,fruit_battle,2021,12,23,8be26a35-96a4-4f75-8cc5-da734aa833cc,0.00214
US,fruit_battle,2021,12,23,89f6c7c3-2377-4e4d-a131-89e86de3e62f,0.05745
US,fruit_battle,2021,12,23,bc119007-7349-464b-b02b-17ec457e7b1f,0.00213
BR,fruit_battle,2021,12,23,8be26a35-96a4-4f75-8cc5-da734aa833cc,0.00214
BR,fruit_battle,2021,12,23,8be26a35-96a4-4f75-8cc5-da734aa833cc,0.00014
US,fruit_battle,2021,12,23,008beb1a-6e4f-49d5-ae2a-36b02730f8ca,0.00116
BR,fruit_battle,2021,12,23,e6d3ac5c-e55b-448d-899b-a25d5cb9597a,-0.00017
US,fruit_battle,2021,12,23,63de2baf-3370-4e6c-aa2b-f7c3c9829f5c,0.00143
DE,fruit_battle,2021,12,23,885464de-077b-4a8d-a7a1-9cb2a1f21990,0.016
DE,fruit_battle,2021,12,23,885464de-077b-4a8d-a7a1-9cb2a1f21990,0.016
US,fruit_battle,2021,12,23,31492d94-f8f6-4b6b-8898-c93af99376eb,0.00116
US,fruit_battle,2021,12,23,31492d94-f8f6-4b6b-8898-c93af99376eb,0.035
US,fruit_battle,2021,12,23,e997f8c7-00bc-4cd9-804d-1717908fe73d,0.00106
US,fruit_battle,2021,12,23,e997f8c7-00bc-4cd9-804d-1717908fe73d,0.029
GB,fruit_battle,2021,12,23,131c6cee-af72-49a0-a09b-0c7f990a9ce3,0.028
BR,fruit_battle,2021,12,23,68aa3b53-d69a-44e8-91cc-29deb8199033,0.00255
BR,fruit_battle,2021,12,23,367248e6-748d-42a4-8f2e-e29d5b02e654,0.00263
BR,fruit_battle,2021,12,23,c1e4d593-8d9c-4022-a534-3ef4dd9c11ea,0.00037
BR,fruit_battle,2021,12,23,910cd0bb-cdd7-4d4b-bc17-7b2b3f1e4528,0.00037
BR,fruit_battle,2021,12,23,910cd0bb-cdd7-4d4b-bc17-7b2b3f1e4528,0.0038
BR,fruit_battle,2021,12,23,367248e6-748d-42a4-8f2e-e29d5b02e654,0.00025
BR,fruit_battle,2021,12,23,367248e6-748d-42a4-8f2e-e29d5b02e654,0.00424
RU,fruit_battle,2021,12,23,6955bcce-bcee-45fd-b3ec-73b4be032241,-0.00247
FR,fruit_battle,2021,12,23,883b5ee5-9a33-4132-9f5a-b378708c2afb,0.00035
RU,fruit_battle,2021,12,23,b86ca279-bbd8-466d-af35-938918bc3d43,0.00623
FR,fruit_battle,2021,12,23,883b5ee5-9a33-4132-9f5a-b378708c2afb,0.00574
RU,fruit_battle,2021,12,23,b7eb5a4b-65d6-4f7b-8207-49470565f37f,0.00337
RU,fruit_battle,2021,12,23,b7eb5a4b-65d6-4f7b-8207-49470565f37f,0.00376
GB,fruit_battle,2021,12,23,dbc5e9d0-6eaa-4f38-8a8f-9def754c37fc,0.03734
